,fips_code,high_tourist_border_sales,year,niaaa_pop_21_plus,census_total_pop,census_total_pop_21_plus,census_percent_pop_21_plus,census_percent_pop_18_24,census_percent_pop_25_34,census_percent_pop_35_44,census_percent_pop_45_54,census_percent_pop_55_64,census_percent_pop_65_plus,census_percent_pop_male,census_percent_pop_female,census_percent_pop_married,census_percent_pop_widowed,census_percent_pop_divorced,census_percent_pop_separated,census_percent_pop_never_married,ed_census_percent_pop_less_hs,ed_census_percent_pop_only_hs,ed_census_percent_pop_some_college_or_assoc,ed_percent_pop_college_grad_only,ed_percent_pop_grad_prof_degree,census_percent_employed,census_percent_unemployed,census_percent_armed_forces_employment,census_percent_not_in_labor_force,brfss_drinking_culture_surrogate_metric_percent_binge,tpc_state_beer_tax_rates_dollar_gal,bea_personal_income_dollars,bea_disp_inc_dollars,bea_percapita_personal_income_dollars,bea_percapita_disp_inc_dollars,census_median_household_inc_dollars,census_percent_pop_in_poverty_est,niaaa_total_beer_vol_consumed_gallons,niaaa_legal_adult_per_capita_beer_consumed_gallons,ba_craft_beer_produced_gallons,ba_legal_adult_per_capita_craft_beer_produced_gallons
450,47,0,2018,5014569,6770010,4989497,0.737,0.092,0.135,0.125,0.131,0.132,0.163,0.488,0.512,0.486,0.062,0.122,0.021,0.309,0.122,0.318,0.285,0.173,0.102,0.577,0.034,0.003,0.387,0.143,1.29,316176.5,290812.0,46452,42725,52375,0.12,122402800,24.41,5698061.0,1.14
451,48,0,2018,20055429,28701845,20062590,0.699,0.098,0.146,0.136,0.124,0.113,0.126,0.496,0.504,0.482,0.051,0.105,0.024,0.339,0.16,0.25,0.286,0.196,0.107,0.61,0.031,0.004,0.355,0.174,0.19,1463789.8,1332400.2,51341,46733,60629,0.137,618120115,30.82,35768341.0,1.78
452,49,0,2018,2083606,3161105,2086329,0.66,0.113,0.147,0.139,0.101,0.095,0.111,0.504,0.496,0.554,0.035,0.09,0.014,0.306,0.076,0.226,0.349,0.228,0.12,0.658,0.022,0.002,0.319,0.106,0.41,144645.5,128505.3,45473,40399,71414,0.069,31341000,15.04,5983920.0,2.87
453,50,0,2018,477811,626299,477866,0.763,0.104,0.12,0.112,0.129,0.153,0.198,0.492,0.508,0.487,0.057,0.125,0.01,0.32,0.065,0.286,0.262,0.231,0.156,0.63,0.025,0.001,0.343,0.165,0.27,33117.1,29770.8,51692,46469,60782,0.097,18569000,38.86,10348649.0,21.66
454,51,0,2018,6301045,8517685,6277534,0.737,0.097,0.137,0.131,0.131,0.13,0.155,0.492,0.508,0.492,0.057,0.102,0.022,0.326,0.101,0.24,0.265,0.223,0.171,0.61,0.027,0.017,0.346,0.155,0.26,479766.6,419465.7,56133,49077,72577,0.098,148338545,23.54,9690398.0,1.54
455,53,0,2018,5604115,7535591,5598944,0.743,0.087,0.153,0.134,0.124,0.127,0.154,0.5,0.5,0.511,0.047,0.115,0.014,0.313,0.084,0.217,0.332,0.228,0.139,0.61,0.027,0.008,0.354,0.147,0.26,451609.2,403282.5,59827,53425,74073,0.086,125581000,22.41,17680938.0,3.15
456,54,0,2018,1375396,1805832,1368821,0.758,0.09,0.116,0.121,0.129,0.143,0.2,0.495,0.505,0.49,0.075,0.138,0.014,0.284,0.122,0.397,0.268,0.128,0.085,0.499,0.031,0.001,0.47,0.121,0.18,74235.0,67802.2,41000,37448,44097,0.159,39122000,28.44,575551.0,0.42
457,55,0,2018,4298027,5813568,4307854,0.741,0.095,0.127,0.122,0.127,0.142,0.169,0.497,0.503,0.504,0.056,0.108,0.01,0.323,0.079,0.306,0.315,0.194,0.106,0.638,0.021,0.001,0.34,0.238,0.06,295996.8,263392.8,50522,44957,60773,0.086,138756000,32.28,26897568.0,6.26
458,56,0,2018,422352,577737,418282,0.724,0.089,0.134,0.125,0.117,0.137,0.167,0.506,0.494,0.529,0.055,0.127,0.014,0.275,0.067,0.288,0.376,0.169,0.1,0.625,0.025,0.008,0.342,0.174,0.02,34025.2,30817.8,59195,53615,61584,0.095,12782675,30.27,1636412.0,3.87
459,1,0,2019,3626949,4903185,3608744,0.736,0.093,0.13,0.124,0.124,0.133,0.174,0.483,0.517,0.476,0.068,0.125,0.021,0.311,0.129,0.309,0.298,0.163,0.1,0.547,0.028,0.004,0.42,0.124,1.05,215165.8,195208.0,43004,39015,51734,0.129,92566000,25.52,2649867.0,0.73
460,2,1,2019,526851,731545,523055,0.715,0.093,0.161,0.127,0.12,0.13,0.124,0.52,0.48,0.494,0.044,0.112,0.017,0.333,0.064,0.287,0.346,0.185,0.117,0.593,0.036,0.033,0.337,0.159,1.07,44507.6,41045.3,60569,55857,75463,0.102,14111357,26.78,6313368.0,11.98
461,4,0,2019,5353628,7278717,5335300,0.733,0.095,0.138,0.123,0.117,0.121,0.179,0.497,0.503,0.47,0.054,0.122,0.015,0.339,0.124,0.237,0.337,0.188,0.113,0.568,0.03,0.004,0.398,0.151,0.16,337214.1,302159.1,47693,42735,62055,0.099,141763000,26.48,6351424.0,1.19
462,5,0,2019,2200769,3017804,2190926,0.726,0.094,0.128,0.125,0.12,0.128,0.174,0.489,0.511,0.486,0.074,0.133,0.021,0.287,0.125,0.349,0.293,0.151,0.083,0.552,0.028,0.002,0.418,0.137,0.24,131439.2,119309.6,43751,39714,48952,0.141,47823896,21.73,1454947.0,0.66
463,6,0,2019,29023260,39512223,29041484,0.735,0.093,0.153,0.134,0.126,0.121,0.148,0.497,0.503,0.465,0.049,0.093,0.019,0.374,0.16,0.206,0.284,0.219,0.131,0.603,0.032,0.005,0.36,0.168,0.2,2537950.6,2169277.3,64174,54852,80440,0.101,759376000,26.16,117350416.0,4.04
464,8,0,2019,4281105,5758736,4278741,0.743,0.092,0.158,0.14,0.122,0.124,0.147,0.504,0.496,0.508,0.042,0.117,0.012,0.321,0.076,0.21,0.287,0.266,0.16,0.653,0.025,0.007,0.315,0.183,0.08,351373.2,307696.4,61258,53644,77127,0.093,124465500,29.07,48230197.0,11.27
465,9,0,2019,2684511,3565287,2684661,0.753,0.096,0.125,0.12,0.135,0.145,0.177,0.489,0.511,0.469,0.055,0.108,0.011,0.357,0.093,0.268,0.241,0.22,0.178,0.623,0.035,0.004,0.338,0.157,0.24,267552.8,227023.8,74173,62937,78833,0.083,54043324,20.13,7098420.0,2.64
466,10,1,2019,735065,973764,729349,0.749,0.085,0.132,0.117,0.122,0.141,0.195,0.483,0.517,0.474,0.059,0.119,0.015,0.333,0.097,0.302,0.269,0.195,0.137,0.588,0.029,0.007,0.376,0.172,0.26,52740.7,46413.6,53746,47298,70176,0.065,20263400,27.57,9839427.0,13.39
467,11,1,2019,548683,705749,544132,0.771,0.103,0.233,0.154,0.106,0.099,0.124,0.474,0.526,0.299,0.033,0.082,0.017,0.568,0.081,0.158,0.164,0.257,0.34,0.66,0.044,0.004,0.292,0.249,0.09,57492.3,48178.2,83636,70087,92266,0.125,14291000,26.05,1136429.0,2.07
468,12,0,2019,16530058,21477737,16473424,0.767,0.082,0.129,0.122,0.126,0.135,0.21,0.489,0.511,0.459,0.068,0.132,0.021,0.32,0.116,0.284,0.293,0.193,0.114,0.562,0.027,0.004,0.407,0.158,0.48,1145460.8,1023037.4,53640,47907,59227,0.115,426047646,25.77,41343902.0,2.5
469,13,0,2019,7679891,10617423,7644545,0.72,0.097,0.137,0.132,0.132,0.122,0.144,0.487,0.513,0.462,0.054,0.113,0.022,0.347,0.121,0.274,0.28,0.199,0.126,0.596,0.03,0.007,0.368,0.157,1.01,516552.1,460334.6,48535,43253,61980,0.121,181908000,23.69,15949757.0,2.08
470,15,1,2019,1069845,1415872,1070399,0.756,0.084,0.138,0.131,0.119,0.126,0.19,0.5,0.5,0.49,0.061,0.092,0.013,0.344,0.076,0.274,0.313,0.221,0.116,0.585,0.024,0.04,0.351,0.173,0.93,78551.8,69829.4,53912,47926,83102,0.084,33666000,31.47,2844442.0,2.66
471,16,0,2019,1270527,1787065,1267029,0.709,0.093,0.131,0.126,0.113,0.123,0.161,0.503,0.497,0.542,0.05,0.127,0.01,0.271,0.085,0.261,0.366,0.188,0.099,0.612,0.021,0.003,0.364,0.166,0.15,83019.4,74688.7,45917,41309,60999,0.071,27776000,21.86,2689333.0,2.12
472,17,0,2019,9359058,12671821,9351804,0.738,0.092,0.138,0.13,0.126,0.131,0.161,0.491,0.509,0.471,0.057,0.099,0.016,0.357,0.102,0.259,0.281,0.217,0.141,0.617,0.031,0.002,0.349,0.199,0.23,741717.2,651321.3,57721,50686,69187,0.093,250685795,26.79,13368458.0,1.43
473,18,0,2019,4876721,6732219,4874127,0.724,0.098,0.132,0.123,0.123,0.13,0.161,0.493,0.507,0.476,0.059,0.126,0.013,0.326,0.104,0.339,0.287,0.173,0.097,0.612,0.027,0.001,0.36,0.156,0.12,326386.7,293862.8,48270,43460,57603,0.101,117575592,24.11,8635176.0,1.77
474,19,0,2019,2294593,3155070,2293736,0.727,0.098,0.127,0.124,0.114,0.133,0.176,0.498,0.502,0.515,0.059,0.11,0.012,0.305,0.074,0.31,0.323,0.198,0.095,0.643,0.025,0.001,0.331,0.216,0.19,158118.5,141842.9,49663,44551,61691,0.095,71374586,31.11,4329049.0,1.89
475,20,0,2019,2085514,2913314,2083020,0.715,0.101,0.13,0.125,0.112,0.128,0.164,0.496,0.504,0.518,0.06,0.114,0.014,0.295,0.082,0.263,0.315,0.216,0.124,0.635,0.025,0.009,0.331,0.174,0.18,152926.2,136926.5,52127,46673,62087,0.095,53597976,25.7,1520780.0,0.73
476,21,0,2019,3292370,4467673,3279272,0.734,0.093,0.129,0.125,0.126,0.134,0.169,0.492,0.508,0.488,0.067,0.132,0.019,0.293,0.128,0.332,0.288,0.149,0.103,0.558,0.028,0.004,0.41,0.154,0.08,195419.7,175376.9,43445,38989,52295,0.136,72198008,21.93,4059516.0,1.23
477,22,0,2019,3393518,4648794,3370376,0.725,0.091,0.138,0.131,0.117,0.13,0.16,0.488,0.512,0.428,0.066,0.122,0.023,0.361,0.14,0.339,0.27,0.16,0.089,0.554,0.032,0.006,0.408,0.189,0.4,219278.0,199955.0,47009,42867,51073,0.179,103540000,30.51,7156366.0,2.11
478,23,0,2019,1048688,1344212,1049830,0.781,0.079,0.122,0.114,0.131,0.157,0.213,0.488,0.512,0.494,0.065,0.14,0.009,0.292,0.068,0.314,0.286,0.208,0.124,0.607,0.022,0.002,0.37,0.17,0.35,67842.2,60749.2,49976,44751,58924,0.104,34565000,32.96,11069178.0,10.56
479,24,0,2019,4487042,6045680,4473803,0.74,0.088,0.136,0.13,0.132,0.136,0.158,0.484,0.516,0.468,0.056,0.1,0.018,0.359,0.096,0.246,0.249,0.218,0.191,0.637,0.03,0.007,0.325,0.138,0.09,380342.1,326691.0,61707,53003,86738,0.07,82886934,18.47,9189671.0,2.05
480,25,0,2019,5231793,6892503,5238302,0.76,0.1,0.144,0.123,0.13,0.137,0.17,0.485,0.515,0.464,0.055,0.093,0.015,0.374,0.087,0.239,0.225,0.247,0.203,0.648,0.027,0.001,0.324,0.191,0.11,507712.7,429657.4,72359,61234,85843,0.075,118436148,22.64,18595075.0,3.55
481,26,0,2019,7443390,9986857,7430222,0.744,0.095,0.13,0.118,0.125,0.14,0.177,0.492,0.508,0.471,0.061,0.118,0.012,0.338,0.086,0.291,0.322,0.182,0.119,0.587,0.031,0.001,0.381,0.179,0.2,489493.1,436361.6,48569,43297,59584,0.102,184718721,24.82,28133545.0,3.78
482,27,0,2019,4124749,5639632,4122571,0.731,0.087,0.136,0.13,0.119,0.134,0.164,0.497,0.503,0.51,0.05,0.106,0.009,0.325,0.064,0.244,0.319,0.245,0.127,0.672,0.022,0.001,0.305,0.207,0.15,329115.6,285832.7,57874,50263,74593,0.057,115343316,27.96,19689635.0,4.77
483,28,0,2019,2156107,2976149,2130923,0.716,0.1,0.124,0.128,0.121,0.129,0.163,0.482,0.518,0.44,0.069,0.118,0.027,0.345,0.147,0.302,0.328,0.137,0.086,0.526,0.037,0.006,0.431,0.134,0.43,116256.3,107233.4,39157,36118,45792,0.192,65069000,30.18,774907.0,0.36
484,29,0,2019,4528421,6137428,4523284,0.737,0.091,0.134,0.123,0.119,0.136,0.172,0.49,0.51,0.491,0.063,0.121,0.018,0.307,0.093,0.311,0.293,0.184,0.118,0.598,0.024,0.004,0.374,0.168,0.06,297349.1,266044.2,48401,43306,57409,0.094,123253923,27.22,11418296.0,2.52
485,30,0,2019,801438,1068778,798377,0.747,0.094,0.125,0.124,0.11,0.142,0.194,0.503,0.497,0.51,0.057,0.124,0.012,0.298,0.058,0.284,0.322,0.231,0.105,0.598,0.025,0.004,0.373,0.207,0.14,53393.0,47628.4,49647,44286,57153,0.097,32007035,39.94,6511562.0,8.12
486,31,0,2019,1374940,1934408,1377298,0.712,0.097,0.133,0.126,0.112,0.125,0.162,0.5,0.5,0.529,0.054,0.103,0.01,0.304,0.08,0.257,0.331,0.218,0.114,0.668,0.023,0.004,0.305,0.209,0.31,104489.9,93922.6,53450,48044,63229,0.087,41850000,30.44,1702087.0,1.24
487,32,1,2019,2295103,3080156,2282396,0.741,0.082,0.146,0.133,0.129,0.124,0.161,0.502,0.498,0.457,0.054,0.136,0.02,0.333,0.131,0.278,0.334,0.167,0.09,0.6,0.032,0.004,0.364,0.168,0.16,159292.9,143361.0,51905,46713,63276,0.104,75454000,32.88,2784744.0,1.21
488,33,1,2019,1050607,1359711,1045618,0.769,0.091,0.126,0.117,0.134,0.158,0.186,0.495,0.505,0.505,0.056,0.124,0.014,0.301,0.067,0.281,0.276,0.229,0.147,0.647,0.02,0.002,0.332,0.167,0.3,87706.3,78765.4,63934,57416,77933,0.037,47027000,44.76,3577585.0,3.41
489,34,0,2019,6630370,8882190,6617232,0.745,0.085,0.129,0.129,0.135,0.138,0.166,0.489,0.511,0.498,0.057,0.086,0.017,0.342,0.097,0.269,0.222,0.251,0.161,0.627,0.031,0.002,0.34,0.002,0.12,624819.8,540976.3,67484,58428,85751,0.063,132265585,19.95,5234701.0,0.79
490,35,0,2019,1537890,2096829,1536976,0.733,0.094,0.133,0.125,0.112,0.13,0.18,0.494,0.506,0.426,0.064,0.134,0.017,0.359,0.141,0.264,0.318,0.155,0.122,0.541,0.031,0.007,0.42,0.148,0.41,91139.6,83120.3,43191,39391,51945,0.153,45136000,29.35,4652576.0,3.03
491,36,0,2019,14693376,19453561,14667985,0.754,0.091,0.147,0.125,0.127,0.134,0.17,0.486,0.514,0.448,0.058,0.089,0.022,0.382,0.124,0.258,0.24,0.212,0.166,0.605,0.028,0.002,0.366,0.167,0.14,1343066.3,1123888.4,66415,55577,72108,0.125,318467414,21.67,43082932.0,2.93
492,37,0,2019,7759304,10488084,7729718,0.737,0.096,0.134,0.125,0.13,0.13,0.167,0.486,0.514,0.481,0.059,0.109,0.024,0.327,0.114,0.256,0.307,0.205,0.118,0.584,0.028,0.012,0.377,0.135,0.62,501587.2,445795.7,48366,42987,57341,0.127,202221282,26.06,40711897.0,5.25
493,38,0,2019,550212,762062,553257,0.726,0.106,0.154,0.126,0.1,0.123,0.157,0.51,0.49,0.519,0.058,0.102,0.007,0.314,0.065,0.267,0.364,0.215,0.089,0.673,0.018,0.013,0.296,0.222,0.16,43968.2,39843.4,56622,51310,64577,0.081,20395914,37.07,656769.0,1.19
494,39,0,2019,8655934,11689100,8626556,0.738,0.091,0.132,0.12,0.124,0.137,0.175,0.49,0.51,0.47,0.063,0.122,0.017,0.327,0.092,0.326,0.289,0.182,0.111,0.605,0.029,0.001,0.365,0.175,0.18,582400.4,520851.0,49404,44183,58642,0.124,236375000,27.31,41245030.0,4.76
495,40,0,2019,2845906,3956971,2829234,0.715,0.097,0.136,0.127,0.114,0.125,0.16,0.496,0.504,0.485,0.065,0.132,0.02,0.297,0.116,0.315,0.307,0.171,0.091,0.576,0.026,0.007,0.391,0.127,0.4,189981.3,173380.2,48172,43963,54449,0.108,70494000,24.77,2224701.0,0.78
496,41,0,2019,3202340,4217737,3201262,0.759,0.087,0.141,0.137,0.121,0.127,0.182,0.495,0.505,0.484,0.051,0.13,0.012,0.324,0.086,0.23,0.338,0.21,0.135,0.593,0.031,0.002,0.375,0.175,0.08,219982.7,191133.9,52178,45336,67058,0.081,91710653,28.64,31654599.0,9.88
497,42,0,2019,9657801,12801989,9665502,0.755,0.089,0.133,0.119,0.125,0.141,0.187,0.49,0.51,0.475,0.065,0.1,0.019,0.341,0.09,0.344,0.243,0.195,0.128,0.6,0.028,0.001,0.371,0.169,0.08,729142.3,646010.1,56125,49726,63463,0.087,316231000,32.74,108830753.0,11.27
498,44,0,2019,803430,1059361,800877,0.756,0.103,0.14,0.117,0.128,0.143,0.176,0.488,0.512,0.43,0.059,0.109,0.015,0.386,0.107,0.284,0.26,0.209,0.139,0.622,0.027,0.004,0.347,0.182,0.11,60313.6,53517.0,55105,48895,71169,0.092,17422465,21.69,1407169.0,1.75
499,45,0,2019,3839701,5148714,3815197,0.741,0.092,0.13,0.122,0.123,0.135,0.182,0.483,0.517,0.472,0.065,0.105,0.026,0.332,0.117,0.285,0.302,0.184,0.112,0.567,0.028,0.009,0.396,0.159,0.77,234324.0,210138.8,46149,41386,56227,0.151,103416000,26.93,3361249.0,0.88
500,46,0,2019,633314,884659,636070,0.719,0.092,0.129,0.12,0.109,0.132,0.174,0.508,0.492,0.528,0.059,0.105,0.011,0.297,0.079,0.3,0.324,0.206,0.091,0.654,0.02,0.004,0.321,0.212,0.27,48031.4,44320.5,54426,50221,59533,0.106,21483000,33.92,647287.0,1.02
501,47,0,2019,5066518,6829174,5039930,0.738,0.091,0.137,0.124,0.128,0.132,0.167,0.487,0.513,0.492,0.063,0.12,0.019,0.306,0.12,0.315,0.277,0.18,0.107,0.586,0.028,0.004,0.383,0.144,1.29,335496.9,308574.5,48889,44966,56071,0.131,123298368,24.34,5903274.0,1.17
502,48,0,2019,20373400,28995881,20326113,0.701,0.097,0.146,0.137,0.123,0.113,0.129,0.496,0.504,0.484,0.05,0.106,0.022,0.338,0.154,0.252,0.287,0.2,0.108,0.617,0.028,0.005,0.35,0.179,0.19,1536597.0,1393839.4,53247,48300,64034,0.111,623881335,30.62,36905640.0,1.81
503,49,0,2019,2128367,3205958,2128756,0.664,0.114,0.147,0.138,0.103,0.094,0.114,0.502,0.498,0.555,0.036,0.087,0.012,0.31,0.07,0.231,0.351,0.234,0.113,0.672,0.022,0.003,0.303,0.112,0.41,155673.6,137667.4,48156,42586,75780,0.073,31093000,14.61,5940795.0,2.79
504,50,0,2019,478534,623989,477976,0.766,0.104,0.123,0.113,0.125,0.152,0.201,0.495,0.505,0.483,0.058,0.125,0.011,0.323,0.069,0.29,0.254,0.227,0.16,0.631,0.022,0.001,0.346,0.183,0.27,34824.1,31150.9,54257,48534,63001,0.086,18910000,39.52,10704530.0,22.37
505,51,0,2019,6345736,8535519,6316284,0.74,0.094,0.138,0.132,0.128,0.131,0.159,0.492,0.508,0.493,0.056,0.1,0.021,0.33,0.1,0.236,0.268,0.224,0.172,0.615,0.026,0.019,0.34,0.153,0.26,501811.6,436536.8,58368,50776,76456,0.088,149584511,23.57,10923061.0,1.72
506,53,0,2019,5685860,7614893,5673095,0.745,0.087,0.153,0.136,0.122,0.126,0.159,0.5,0.5,0.504,0.049,0.116,0.015,0.316,0.083,0.221,0.326,0.228,0.142,0.612,0.029,0.01,0.349,0.141,0.26,484334.2,431346.3,63405,56469,78687,0.07,125333000,22.04,18548868.0,3.26
507,54,0,2019,1369638,1792147,1365616,0.762,0.085,0.118,0.123,0.126,0.143,0.205,0.494,0.506,0.5,0.079,0.128,0.015,0.278,0.129,0.402,0.258,0.126,0.084,0.504,0.032,0.002,0.462,0.124,0.18,76746.6,69919.2,42627,38835,48850,0.139,38719000,28.27,713197.0,0.52
508,55,0,2019,4321205,5822434,4320246,0.742,0.093,0.127,0.123,0.124,0.142,0.175,0.497,0.503,0.498,0.055,0.11,0.009,0.327,0.072,0.305,0.309,0.207,0.107,0.638,0.021,0.001,0.341,0.219,0.06,307907.6,272613.3,52364,46361,64168,0.084,136958000,31.69,25410264.0,5.88
509,56,0,2019,424619,578759,419022,0.724,0.095,0.132,0.127,0.11,0.133,0.171,0.511,0.489,0.554,0.052,0.121,0.012,0.26,0.055,0.301,0.353,0.188,0.104,0.619,0.023,0.006,0.352,0.177,0.02,35592.6,32046.1,61863,55699,65003,0.092,12975585,30.56,1834249.0,4.32
510,1,0,2020,3705000,4921532,3616556,0.7348,0.0907,0.1304,0.1249,0.1227,0.1336,0.1779,0.4822,0.5178,0.4888,0.0689,0.116,0.0204,0.3059,0.1195,0.2917,0.3107,0.1713,0.1067,0.5328,0.0337,0.004,0.4295,0.132,1.05,230872.6,210513.8,45887,41840,53956,0.149,94891000,25.61,2444258.0,0.66
511,2,1,2020,525158,731158,522546,0.7147,0.0932,0.1572,0.1372,0.1138,0.1267,0.1299,0.5246,0.4754,0.4945,0.0396,0.1161,0.0171,0.3326,0.0628,0.2927,0.326,0.2025,0.1161,0.5744,0.0509,0.039,0.3357,0.178,1.07,45366.3,42025.7,61898,57340,80197,0.134,13406909,25.53,5004006.0,9.53
512,4,0,2020,5272042,7421401,5414687,0.7296,0.0946,0.1373,0.1249,0.1158,0.1206,0.1853,0.4975,0.5025,0.4755,0.0535,0.1164,0.0154,0.3392,0.109,0.2342,0.3271,0.2023,0.1274,0.5496,0.0383,0.0036,0.4085,0.143,0.16,374311.8,337272.5,52133,46974,64777,0.109,143902000,27.3,5034474.0,0.95
513,5,0,2020,2188937,3030522,2196786,0.7249,0.0926,0.1281,0.1276,0.1168,0.1266,0.1777,0.4897,0.5103,0.5044,0.0681,0.1221,0.0203,0.2851,0.1182,0.3443,0.2886,0.1579,0.091,0.5342,0.0369,0.0029,0.426,0.144,0.24,142111.7,129589.1,47147,42993,51183,0.141,50293446,22.98,1239703.0,0.57
514,6,0,2020,29029153,39368078,28830884,0.7323,0.0914,0.1528,0.1351,0.1247,0.121,0.152,0.4974,0.5026,0.4725,0.046,0.0885,0.0174,0.3756,0.1557,0.1971,0.2779,0.2267,0.1426,0.5727,0.0512,0.0048,0.3714,0.16,0.2,2767521.4,2368785.6,70061,59967,83056,0.111,771652000,26.58,101140974.0,3.48
515,8,0,2020,4301301,5807719,4292310,0.7391,0.0901,0.1589,0.1427,0.1206,0.1216,0.1515,0.5042,0.4958,0.4984,0.0391,0.1155,0.0126,0.3345,0.0728,0.2014,0.2839,0.2725,0.1693,0.6245,0.0437,0.0081,0.3237,0.179,0.08,375157.8,330301.7,64852,57098,77673,0.095,122096700,28.39,28523237.0,6.63
516,9,0,2020,2707146,3557006,2671958,0.7512,0.0956,0.1263,0.1218,0.129,0.144,0.1816,0.4876,0.5124,0.4729,0.0544,0.1036,0.0114,0.3577,0.0837,0.2461,0.2461,0.2347,0.1894,0.6004,0.0464,0.0024,0.3508,0.143,0.24,278373.6,236843.3,77383,65838,79719,0.112,53108914,19.62,7913228.0,2.92
517,10,1,2020,745503,986809,739541,0.7494,0.0845,0.1285,0.119,0.1187,0.1429,0.1987,0.4839,0.5161,0.4662,0.0585,0.1104,0.0172,0.3477,0.0904,0.2821,0.2808,0.2008,0.1459,0.5666,0.0421,0.0057,0.3856,0.143,0.26,55338.4,48849.1,55778,49237,70911,0.105,20649109,27.7,9035919.0,12.12
518,11,1,2020,532606,712816,551833,0.7742,0.1014,0.2306,0.1585,0.104,0.0975,0.1265,0.4733,0.5267,0.2944,0.0273,0.0837,0.0123,0.5823,0.0619,0.1599,0.1424,0.2722,0.3637,0.6358,0.0622,0.0032,0.2988,0.227,0.09,60178.6,50520.6,89703,75306,96762,0.168,14384000,27.01,827836.0,1.55
519,12,0,2020,16560343,21733312,16658070,0.7665,0.08,0.1289,0.1233,0.1236,0.1354,0.2136,0.489,0.511,0.4844,0.0632,0.1229,0.0173,0.3123,0.104,0.2672,0.2919,0.2083,0.1285,0.5429,0.0369,0.0047,0.4155,0.135,0.48,1221121.6,1086281.1,56561,50315,61736,0.133,424049632,25.61,38852395.0,2.35
520,13,0,2020,7744951,10710017,7699392,0.7189,0.0956,0.1376,0.1323,0.1299,0.1236,0.1477,0.4854,0.5146,0.4717,0.0503,0.1084,0.0175,0.352,0.1075,0.2694,0.2746,0.2115,0.137,0.5713,0.0422,0.0075,0.379,0.139,1.01,552248.9,494389.0,51469,46076,62844,0.133,181939000,23.49,15642865.0,2.02
521,15,1,2020,1094683,1407006,1062553,0.7552,0.084,0.136,0.1328,0.116,0.1251,0.1957,0.5003,0.4997,0.5016,0.0566,0.091,0.0131,0.3377,0.0668,0.2685,0.3095,0.2275,0.1277,0.5542,0.0443,0.0388,0.3628,0.157,0.93,82761.3,73819.6,57036,50873,86391,0.109,33418000,30.53,1850545.0,1.69
522,16,0,2020,1313341,1826913,1289507,0.7058,0.0907,0.1322,0.1289,0.1129,0.1221,0.1667,0.4989,0.5011,0.5613,0.049,0.1067,0.0108,0.2722,0.0868,0.2474,0.3567,0.2128,0.0964,0.5986,0.03,0.0029,0.3685,0.144,0.15,91888.5,82333.3,49691,44524,62774,0.091,27311000,20.8,2691036.0,2.05
523,17,0,2020,9429240,12587530,9268936,0.7364,0.0908,0.1373,0.1303,0.1247,0.1305,0.166,0.4911,0.5089,0.4765,0.0573,0.0947,0.0147,0.3568,0.0955,0.2477,0.2808,0.2271,0.149,0.5936,0.0485,0.0019,0.356,0.13,0.23,787487.8,696065.2,61587,54437,71240,0.08,243430029,25.82,12159227.0,1.29
524,18,0,2020,4905770,6754953,4882133,0.7227,0.0982,0.1305,0.1275,0.1186,0.1296,0.1643,0.4928,0.5072,0.4916,0.058,0.1228,0.0126,0.315,0.0981,0.3282,0.2846,0.1807,0.1084,0.5921,0.0335,0.0006,0.3737,0.157,0.12,351106.6,316416.7,51719,46609,60813,0.121,115914366,23.63,6921641.0,1.41
525,19,0,2020,2308715,3163561,2292071,0.7245,0.0992,0.1277,0.1246,0.1118,0.1311,0.1788,0.4979,0.5021,0.5151,0.0596,0.1057,0.0099,0.3096,0.0695,0.3107,0.3249,0.1981,0.0967,0.6217,0.0327,0.0014,0.3442,0.215,0.19,167778.9,151353.0,52586,47438,62209,0.092,72715949,31.5,3994508.0,1.73
526,20,0,2020,2097930,2913804,2080868,0.7141,0.1003,0.1289,0.1257,0.1115,0.127,0.1684,0.4956,0.5044,0.5211,0.055,0.1143,0.0114,0.2982,0.0816,0.2545,0.3129,0.2212,0.1297,0.6147,0.0322,0.008,0.3451,0.17,0.18,161704.7,145220.8,55041,49430,63321,0.093,57031296,27.18,1237871.0,0.59
527,21,0,2020,3307226,4477253,3281913,0.733,0.0945,0.1275,0.1285,0.1208,0.134,0.1716,0.4929,0.5071,0.4919,0.0623,0.1298,0.0175,0.2984,0.1133,0.3195,0.2929,0.1598,0.1144,0.5484,0.0338,0.004,0.4138,0.144,0.08,211966.8,192033.9,47026,42604,54191,0.139,74640746,22.57,3684774.0,1.11
528,22,0,2020,3380900,4645319,3368546,0.7251,0.0862,0.1419,0.1309,0.1155,0.1288,0.1654,0.487,0.513,0.4442,0.0625,0.1143,0.0251,0.3539,0.1308,0.3168,0.2801,0.1697,0.1025,0.5254,0.0497,0.0062,0.4187,0.186,0.4,233715.0,216262.8,50243,46491,51730,0.155,104811000,31.0,6788975.0,2.01
529,23,0,2020,1060550,1350141,1049922,0.7776,0.08,0.1217,0.1162,0.1267,0.1556,0.218,0.4893,0.5107,0.4953,0.0607,0.1352,0.012,0.2969,0.0637,0.3194,0.2821,0.212,0.1228,0.5798,0.0314,0.0012,0.3876,0.144,0.35,74042.4,66564.0,54301,48816,58782,0.08,35030000,33.03,9535803.0,8.99
